X;Y;STRUCTYPE
58;47;MAST
60;49;MAST
62;48;MAST
59;49;MAST
58;49;MAST
58;48;POLE
57;49;POLE
58;47;TANK
59;47;B
59;47;B
59;47;UPOLE
59;47;POLE
60;47;POLE
62;48;MAST
62;48;TOWER
59;47;POLE
59;47;POLE
62;48;POLE
57;48;B
59;47;B
59;47;POLE
58;49;MAST
59;47;UPOLE
61;49;MAST
61;50;MAST
62;48;MAST
57;48;UPOLE
57;48;UPOLE
57;48;UPOLE
61;49;MAST
58;47;TOWER
58;48;B
60;62;TOWER
60;61;TOWER
59;61;MAST
60;62;TOWER
59;61;MAST
60;62;MAST
59;62;TOWER
60;61;TOWER
59;62;MAST
59;62;MAST
59;62;TOWER
60;62;TOWER
53;63;N/A
54;62;N/A
54;62;N/A
53;62;N/A
53;62;N/A
54;62;N/A
54;62;N/A
53;62;N/A
52;62;N/A
52;62;N/A
54;62;N/A
53;62;TOWER
53;62;N/A
54;62;N/A
53;62;MAST
53;62;TOWER
54;62;N/A
52;62;N/A
53;62;N/A
55;62;TOWER
53;62;N/A
53;62;N/A
53;62;N/A
53;62;TOWER
55;62;UPOLE
52;62;MAST
101;54;POLE
100;54;MAST
100;53;POLE
90;55;MAST
91;56;MAST
90;55;MAST
90;55;MAST
90;55;TOWER
90;56;POLE
91;55;MAST
86;46;TOWER
86;46;TOWER
86;46;TOWER
86;46;TOWER
86;47;TOWER
86;47;TOWER
86;46;TOWER
86;46;TOWER
86;46;TOWER
86;46;TOWER
86;46;TOWER
86;46;TOWER
86;46;TOWER
62;49;TOWER
62;49;TOWER
62;49;TOWER
62;48;TOWER
62;48;TOWER
62;49;TOWER
62;50;TOWER
62;50;TOWER
62;49;TOWER
90;46;TOWER
90;46;TOWER
90;47;TOWER
90;46;TOWER
89;46;TOWER
90;46;TOWER
90;46;TOWER
90;46;TOWER
90;46;TOWER
94;49;N/A
94;49;N/A
94;50;N/A
94;49;N/A
94;49;N/A
94;49;N/A
94;49;N/A
94;49;N/A
94;49;N/A
94;49;N/A
89;48;N/A
89;48;N/A
89;48;N/A
89;48;TOWER
90;48;N/A
89;48;N/A
89;48;N/A
90;48;N/A
90;48;N/A
90;48;TOWER
89;48;TOWER
89;48;TOWER
90;48;TOWER
89;48;TOWER
90;48;TOWER
84;49;TOWER
84;48;TOWER
84;49;MAST
84;48;MAST
84;49;TOWER
83;48;MAST
83;48;MAST
83;49;MAST
84;49;MAST
84;48;MAST
84;49;TOWER
84;49;TOWER
84;48;MAST
84;48;MAST
84;48;TOWER
84;49;MAST
82;50;MAST
82;50;TOWER
82;50;TOWER
82;50;TOWER
82;50;TOWER
82;50;MAST
82;50;MAST
82;50;TOWER
82;50;TOWER
73;62;TOWER
75;62;TANK
75;61;TOWER
74;62;N/A
75;62;TOWER
75;62;TOWER
73;62;TOWER
74;62;TOWER
74;63;TOWER
73;63;TOWER
74;62;TOWER
74;62;MAST
75;63;TOWER
75;62;BANT
73;62;TOWER
73;62;TOWER
74;63;MAST
74;63;TOWER
74;62;TOWER
73;63;POLE
72;62;TOWER
75;62;TOWER
74;62;TOWER
75;62;TOWER
73;63;POLE
75;62;TOWER
75;61;TOWER
75;61;POLE
78;49;TOWER
77;49;TOWER
78;49;TOWER
78;49;N/A
77;49;TOWER
77;49;N/A
78;49;TOWER
76;49;TOWER
76;49;TOWER
77;49;N/A
78;49;N/A
78;49;N/A
77;49;N/A
77;48;TOWER
77;49;TOWER
78;49;TOWER
77;49;TOWER
75;49;TOWER
75;50;TOWER
75;49;TOWER
76;50;TOWER
76;49;TOWER
76;49;TOWER
75;49;TOWER
75;50;TOWER
75;49;TOWER
75;49;TOWER
76;49;TOWER
76;49;TOWER
76;49;TANK
75;50;TOWER
76;50;TOWER
75;50;TOWER
75;50;TOWER
75;49;TOWER
75;49;TOWER
75;49;TOWER
75;49;MAST
75;49;TOWER
76;49;TOWER
75;50;TOWER
76;50;TOWER
75;50;TOWER
75;50;TOWER
75;50;TOWER
75;49;TOWER
76;49;TOWER
84;58;N/A
85;58;N/A
85;58;N/A
81;47;TOWER
81;47;N/A
82;47;N/A
81;46;N/A
82;47;N/A
81;46;N/A
82;47;TOWER
81;47;MAST
81;46;TOWER
81;47;N/A
64;57;TOWER
64;57;N/A
63;57;TOWER
64;57;TOWER
65;58;TOWER
65;58;POLE
64;57;TOWER
64;56;TOWER
65;56;TOWER
64;56;TOWER
65;57;TOWER
64;58;N/A
65;56;TOWER
64;57;TOWER
63;57;TOWER
64;58;TOWER
64;57;TOWER
65;58;TOWER
65;56;TOWER
64;57;TOWER
64;58;TOWER
64;57;TOWER
64;58;MAST
65;57;TOWER
64;56;MAST
64;56;TOWER
63;56;TOWER
64;58;TOWER
64;56;TOWER
64;57;TOWER
100;58;TOWER
100;58;TOWER
100;58;TOWER
100;58;TOWER
101;58;TOWER
100;58;TOWER
100;58;TOWER
101;59;TOWER
101;59;TOWER
101;58;TOWER
100;57;TOWER
100;57;TOWER
101;58;MAST
101;58;TOWER
101;57;TOWER
101;58;TOWER
100;58;TOWER
101;57;TOWER
100;58;N/A
102;59;TOWER
102;58;N/A
102;58;N/A
100;58;N/A
100;58;TOWER
101;58;TOWER
101;57;N/A
100;58;TOWER
100;58;TOWER
101;59;TOWER
100;58;TOWER
101;58;MAST
101;58;TOWER
101;58;TOWER
101;58;TOWER
101;58;MAST
102;59;MAST
100;58;TOWER
77;50;TOWER
78;50;TOWER
78;51;N/A
76;51;TOWER
76;50;TOWER
77;50;N/A
77;51;TOWER
77;51;N/A
78;51;N/A
77;50;N/A
78;50;N/A
76;50;TOWER
78;50;TOWER
78;50;N/A
78;51;TOWER
77;50;TOWER
78;50;TOWER
77;50;TOWER
77;50;TOWER
77;50;TOWER
78;51;TOWER
94;44;TOWER
94;44;TOWER
93;44;TOWER
93;44;TOWER
94;44;TOWER
94;44;TOWER
93;44;TOWER
94;44;TOWER
93;44;TOWER
94;44;TOWER
93;44;TOWER
92;45;TOWER
93;45;TOWER
93;45;TOWER
93;45;TOWER
93;45;TOWER
93;44;TOWER
92;45;TOWER
93;45;TOWER
94;45;TOWER
94;44;TOWER
92;46;TOWER
92;45;TANK
93;45;TOWER
93;45;TOWER
93;45;TOWER
89;46;TOWER
89;47;TOWER
90;47;TOWER
90;47;TOWER
90;46;TOWER
89;46;TOWER
89;46;N/A
89;47;N/A
89;46;N/A
89;46;N/A
89;46;TOWER
90;46;TOWER
90;47;TOWER
90;46;TOWER
89;46;TOWER
99;49;TOWER
100;50;N/A
99;49;TOWER
99;50;N/A
100;49;N/A
100;50;N/A
99;49;N/A
101;49;N/A
100;50;N/A
100;49;TANK
101;49;N/A
99;50;N/A
99;49;TOWER
99;50;N/A
99;49;N/A
100;50;TANK
101;50;TANK
99;49;N/A
99;49;N/A
99;49;N/A
99;49;TOWER
100;50;N/A
99;49;TOWER
100;49;TOWER
99;50;TOWER
100;49;TANK
99;49;N/A
99;49;TOWER
99;49;TOWER
99;50;TOWER
100;50;TOWER
99;50;TOWER
99;50;TOWER
99;49;TOWER
97;50;TOWER
98;50;TOWER
97;50;N/A
98;50;N/A
98;50;N/A
96;50;N/A
97;50;TOWER
98;50;N/A
97;50;TOWER
96;50;N/A
98;50;N/A
98;50;N/A
96;50;N/A
97;50;N/A
97;50;N/A
98;50;N/A
98;50;TOWER
97;50;TOWER
97;50;TOWER
98;50;TOWER
98;50;TOWER
98;50;TOWER
79;48;N/A
80;48;N/A
79;48;N/A
79;48;TOWER
79;48;N/A
79;48;TOWER
79;49;N/A
80;48;N/A
79;48;TOWER
80;48;N/A
80;48;N/A
80;48;N/A
80;48;N/A
79;48;TOWER
80;48;TOWER
79;49;TOWER
80;48;TOWER
79;48;TOWER
80;48;TOWER
80;49;TOWER
79;48;TOWER
79;48;TOWER
80;49;TOWER
80;48;TOWER
80;48;TOWER
79;49;TOWER
80;48;TOWER
79;49;TOWER
80;48;TOWER
79;49;TOWER
77;41;TOWER
78;42;TOWER
78;43;TOWER
78;43;TOWER
77;43;TOWER
77;42;TOWER
77;43;MAST
77;41;TOWER
77;41;TOWER
78;40;TOWER
78;41;TOWER
77;40;MAST
77;40;TOWER
78;40;MAST
79;40;TOWER
79;40;TOWER
78;40;MAST
79;41;MAST
78;41;TOWER
78;42;POLE
78;41;TOWER
78;41;MAST
78;42;TOWER
78;42;TOWER
78;42;TOWER
79;41;TOWER
78;41;TOWER
78;41;TOWER
79;42;POLE
78;42;TOWER
78;40;MAST
77;40;TOWER
78;43;TOWER
78;40;TOWER
77;40;TOWER
77;41;MAST
77;43;MAST
78;43;TOWER
77;41;TOWER
57;51;TOWER
57;51;TOWER
57;51;TOWER
57;51;TOWER
57;51;TANK
57;51;MAST
91;44;TOWER
91;44;NNTANN
90;44;TOWER
91;44;TOWER
91;44;TOWER
89;47;MAST
89;47;TOWER
89;47;TOWER
89;47;MAST
89;47;MAST
89;47;TOWER
88;47;MAST
89;47;TOWER
59;62;TOWER
59;62;N/A
58;62;TOWER
59;62;TOWER
57;62;N/A
59;62;MAST
58;62;MAST
52;55;TOWER
55;56;TOWER
54;55;TOWER
52;56;TOWER
54;56;TOWER
54;55;TOWER
53;55;TOWER
54;56;TOWER
52;55;TOWER
54;55;TOWER
53;55;TOWER
52;55;TOWER
53;54;TOWER
52;54;TOWER
52;55;TOWER
52;55;TOWER
52;54;TOWER
52;54;TOWER
53;56;TOWER
53;55;TOWER
55;56;TOWER
53;55;TOWER
52;55;TOWER
53;55;POLE
54;55;TOWER
53;54;POLE
53;54;MAST
52;55;MAST
54;56;POLE
85;56;TOWER
85;55;TOWER
85;56;TOWER
85;55;TOWER
85;56;TOWER
85;55;TOWER
85;55;TOWER
66;55;N/A
66;55;N/A
65;57;TOWER
66;55;TOWER
65;55;N/A
66;56;N/A
67;55;N/A
68;55;N/A
69;56;TOWER
66;56;TOWER
66;57;N/A
65;57;TOWER
67;56;N/A
67;57;N/A
68;57;N/A
67;56;TOWER
70;55;N/A
67;57;N/A
65;56;N/A
65;56;N/A
65;57;N/A
65;55;N/A
65;57;TOWER
68;55;TOWER
66;58;TOWER
66;57;TOWER
66;55;TOWER
67;56;TOWER
69;57;TOWER
65;55;POLE
67;55;TOWER
65;56;TOWER
66;55;TOWER
67;57;POLE
70;56;TOWER
70;56;TOWER
69;55;TOWER
68;57;TOWER
66;56;TOWER
65;57;TOWER
66;55;TOWER
69;56;TOWER
67;57;N/A
68;56;N/A
70;56;TOWER
66;55;N/A
66;58;N/A
66;55;N/A
66;58;N/A
68;57;N/A
65;58;N/A
70;55;TOWER
68;57;TOWER
68;56;TOWER
68;55;TOWER
68;55;TOWER
65;57;TOWER
68;57;TOWER
66;55;TOWER
68;57;TOWER
69;55;TOWER
65;57;TOWER
69;56;TOWER
69;55;TOWER
70;55;TOWER
65;55;TOWER
66;55;TOWER
67;56;TOWER
67;55;TOWER
69;55;TOWER
65;55;TOWER
66;55;TOWER
65;55;TOWER
66;55;TOWER
70;56;TOWER
70;56;TOWER
70;55;TOWER
68;55;TOWER
69;55;TOWER
66;55;TOWER
69;55;TOWER
69;56;TOWER
68;57;TOWER
66;56;TOWER
65;56;TOWER
65;57;TOWER
66;56;TOWER
68;56;TOWER
65;57;TOWER
66;55;TOWER
67;55;TOWER
66;57;TOWER
67;57;TOWER
67;56;TOWER
69;57;TOWER
67;56;TOWER
69;56;TOWER
67;54;TOWER
68;55;TOWER
69;54;TOWER
70;54;TOWER
67;55;TOWER
68;54;TOWER
69;54;TOWER
69;54;TOWER
68;54;TOWER
70;54;TOWER
70;54;POLE
70;54;N/A
68;54;TOWER
70;54;TOWER
68;54;TOWER
69;55;TOWER
69;55;TOWER
70;54;TOWER
70;54;TOWER
68;54;TOWER
70;55;TOWER
69;54;TOWER
69;54;TOWER
67;54;N/A
69;54;TOWER
69;54;POLE
69;54;TOWER
68;54;TOWER
69;54;TOWER
68;54;TOWER
68;54;TOWER
70;54;TOWER
70;55;TOWER
70;54;TOWER
70;54;TOWER
70;54;TOWER
69;54;TOWER
68;54;TOWER
69;54;TOWER
106;59;TOWER
108;61;TOWER
108;60;TOWER
106;59;TOWER
108;61;TOWER
108;61;TANK
107;59;TOWER
108;60;N/A
108;60;N/A
107;59;N/A
108;61;N/A
108;60;N/A
107;58;N/A
108;61;N/A
107;59;N/A
107;59;N/A
107;59;N/A
107;59;N/A
106;59;N/A
108;60;TOWER
107;59;N/A
108;61;TOWER
108;60;N/A
108;60;N/A
108;61;TOWER
108;60;N/A
94;45;TOWER
94;45;POLE
94;46;MAST
94;45;TOWER
94;44;POLE
94;46;MAST
94;45;MAST
94;45;TOWER
94;45;TOWER
94;45;TANK
94;46;MAST
94;46;MAST
94;45;MAST
94;46;MAST
94;45;TOWER
94;44;TOWER
94;46;MAST
94;44;MAST
79;52;TOWER
79;52;TOWER
79;51;TOWER
80;51;TOWER
79;51;TOWER
79;51;POLE
79;52;TOWER
79;51;TOWER
79;52;TOWER
79;51;POLE
80;53;N/A
80;53;TOWER
80;53;TOWER
81;53;TOWER
80;52;TOWER
80;52;TOWER
81;46;TOWER
82;46;N/A
81;46;TOWER
81;45;N/A
82;46;N/A
82;46;N/A
82;46;N/A
81;46;N/A
81;46;N/A
81;46;N/A
82;46;TOWER
81;46;TOWER
82;46;N/A
81;46;N/A
95;54;MAST
95;54;MAST
95;54;MAST
96;54;MAST
95;54;TANK
95;54;MAST
95;54;MAST
95;54;MAST
96;54;POLE
95;54;MAST
95;54;MAST
102;54;MAST
102;53;MAST
102;53;TANK
102;54;MAST
102;54;POLE
102;54;TOWER
102;54;MAST
102;54;TANK
102;53;TANK
102;54;POLE
102;53;TANK
54;63;N/A
53;63;N/A
54;63;N/A
54;62;N/A
54;63;N/A
54;63;N/A
55;62;N/A
54;63;POLE
55;63;B
98;53;TOWER
99;53;TOWER
98;54;N/A
99;54;TOWER
98;53;TOWER
98;54;TOWER
99;53;N/A
98;54;TOWER
99;53;TOWER
98;53;TOWER
72;53;N/A
72;53;TOWER
72;53;TOWER
72;53;POLE
65;47;N/A
65;46;N/A
64;47;TOWER
64;47;N/A
64;47;TOWER
65;48;N/A
64;47;MAST
65;48;MAST
65;46;TOWER
65;47;TOWER
66;47;MAST
65;47;TOWER
65;47;N/A
65;46;N/A
65;48;MAST
65;47;N/A
65;46;N/A
65;48;N/A
66;46;N/A
65;47;N/A
65;48;N/A
64;47;N/A
64;47;N/A
65;47;TOWER
64;47;TOWER
65;48;MAST
80;57;NNTANN
81;57;TOWER
80;57;TOWER
81;57;TOWER
80;57;B
76;52;MAST
76;52;TOWER
76;51;TOWER
76;52;TOWER
76;51;TOWER
76;52;TOWER
76;51;TOWER
76;52;TOWER
76;51;TOWER
76;52;MAST
76;51;POLE
77;51;UPOLE
77;51;SILO
77;51;TOWER
77;52;TOWER
77;52;MAST
77;52;TOWER
76;51;TOWER
63;51;TOWER
63;51;TOWER
63;52;MAST
63;51;TANK
63;51;POLE
63;51;TOWER
64;52;MAST
62;51;TOWER
63;52;POLE
63;51;MAST
63;52;MAST
63;52;MAST
63;51;TOWER
102;57;TOWER
103;59;MAST
103;59;TOWER
102;58;B
102;57;MAST
103;59;TOWER
102;57;TOWER
102;59;TOWER
102;59;TOWER
102;58;TOWER
102;58;TOWER
101;59;TOWER
101;57;TOWER
101;57;TOWER
103;58;TOWER
103;58;MAST
102;58;POLE
102;57;TOWER
102;58;TOWER
103;58;TOWER
103;58;TOWER
102;57;MAST
102;58;POLE
102;59;MAST
102;59;MAST
66;53;TOWER
66;53;TOWER
65;53;TOWER
66;53;N/A
67;52;TOWER
65;54;TOWER
65;53;TOWER
65;54;MAST
91;49;POLE
92;50;POLE
91;49;MAST
92;49;TOWER
92;49;MAST
91;49;MAST
92;49;MAST
92;49;MAST
91;50;TOWER
92;49;MAST
91;49;TOWER
92;49;MAST
92;49;MAST
92;50;TOWER
92;50;TOWER
92;49;TOWER
92;49;TOWER
91;49;TOWER
92;49;POLE
87;50;TOWER
88;50;TOWER
87;50;TOWER
87;50;TOWER
88;50;MAST
87;50;TOWER
87;49;TOWER
88;50;TOWER
89;50;TOWER
89;50;TOWER
88;50;TOWER
87;50;TOWER
88;50;TOWER
88;50;TOWER
89;50;TOWER
87;50;TOWER
87;50;TOWER
88;50;TOWER
88;50;MAST
87;50;TOWER
88;50;TOWER
87;50;TOWER
88;50;TOWER
87;50;TOWER
88;50;TOWER
98;51;TOWER
98;51;TOWER
98;51;N/A
98;50;TOWER
98;51;TOWER
98;50;POLE
98;51;MAST
98;51;N/A
98;51;N/A
98;51;MAST
98;50;TOWER
84;48;MAST
84;48;TOWER
84;49;POLE
84;49;TOWER
84;48;N/A
84;49;TOWER
84;49;N/A
83;49;N/A
84;48;N/A
84;49;N/A
84;49;POLE
84;49;N/A
84;49;TOWER
84;48;TOWER
84;49;MAST
84;49;TANK
83;48;TOWER
68;47;N/A
69;46;MAST
68;46;N/A
67;46;N/A
69;46;MAST
68;47;TOWER
69;47;N/A
67;46;TOWER
59;47;MAST
60;47;MAST
60;47;MAST
59;47;POLE
59;47;B
60;47;POLE
60;47;POLE
59;47;B
59;47;POLE
59;47;TANK
59;47;POLE
59;47;POLE
59;47;POLE
60;46;MAST
59;47;MAST
60;47;POLE
59;47;B
59;46;B
59;46;TOWER
59;46;MAST
86;53;TOWER
90;45;TOWER
90;44;TOWER
91;44;TOWER
91;45;MAST
91;45;TOWER
91;45;TOWER
90;45;TOWER
91;45;MAST
91;44;TOWER
90;45;TOWER
90;44;B
90;45;TOWER
90;44;B
90;44;B
97;53;TOWER
97;53;MAST
97;53;MAST
97;53;MAST
98;54;MAST
95;51;MAST
94;51;TOWER
95;51;MAST
95;51;TOWER
95;51;TOWER
94;51;MAST
90;54;TOWER
90;55;TOWER
89;55;TOWER
90;54;TOWER
90;54;TOWER
90;54;TOWER
90;55;TOWER
90;54;TOWER
90;55;TOWER
90;54;TOWER
90;54;TOWER
90;55;TANK
90;55;TOWER
90;54;TOWER
90;55;TOWER
82;45;TOWER
81;45;TOWER
80;44;TOWER
81;44;TOWER
81;44;MAST
82;44;TOWER
80;44;TOWER
80;45;TOWER
81;45;TOWER
82;45;TOWER
82;45;TOWER
82;45;TOWER
81;45;TOWER
81;45;TOWER
87;44;N/A
87;44;N/A
87;44;N/A
87;44;TOWER
87;44;N/A
87;44;N/A
87;44;TOWER
87;44;N/A
87;44;TOWER
87;44;TOWER
87;45;TOWER
87;44;N/A
87;44;TOWER
87;44;TOWER
87;44;TANK
96;42;TOWER
95;41;MAST
95;41;MAST
96;41;POLE
96;42;TOWER
95;41;MAST
96;41;TOWER
96;42;POLE
96;41;MAST
96;41;POLE
95;41;TOWER
95;41;MAST
95;41;MAST
60;58;TOWER
96;55;MAST
97;55;MAST
97;55;MAST
96;55;MAST
97;54;TOWER
86;56;TOWER
85;55;TOWER
85;56;TOWER
86;56;TOWER
85;56;TOWER
85;56;TOWER
85;56;TOWER
86;56;TOWER
86;56;TOWER
86;56;TOWER
86;56;TOWER
94;42;TOWER
95;43;TOWER
95;43;POLE
95;43;MAST
94;43;POLE
95;43;MAST
95;42;POLE
94;42;MAST
94;42;MAST
94;42;POLE
94;43;MAST
94;42;MAST
94;43;TOWER
94;42;UPOLE
94;43;MAST
95;43;MAST
94;43;MAST
94;43;MAST
94;43;MAST
94;42;MAST
94;42;POLE
94;42;POLE
94;41;POLE
94;41;TANK
94;41;TANK
94;41;B
94;41;MAST
94;41;POLE
94;41;B
94;41;MAST
94;41;B
94;41;MAST
94;41;MAST
79;49;N/A
79;50;N/A
79;49;N/A
78;49;N/A
79;49;N/A
78;49;N/A
79;49;N/A
79;49;N/A
79;49;N/A
79;49;N/A
79;49;N/A
79;49;N/A
79;50;N/A
78;49;N/A
78;50;N/A
79;49;N/A
79;49;N/A
79;49;TOWER
14;75;N/A
17;75;TOWER
15;75;TOWER
14;75;TOWER
14;75;TOWER
15;75;TOWER
14;75;TOWER
14;75;TOWER
14;75;TOWER
14;74;TOWER
14;74;TOWER
13;74;TOWER
13;74;TOWER
15;75;TOWER
15;75;TOWER
14;75;TOWER
17;75;TOWER
16;75;TOWER
16;75;TOWER
111;32;MAST
112;32;MAST
112;32;MAST
70;62;N/A
71;62;N/A
72;62;N/A
71;62;N/A
72;63;N/A
71;63;N/A
72;63;N/A
71;63;N/A
71;62;TOWER
72;63;TOWER
72;62;TOWER
70;63;TOWER
72;62;TOWER
71;62;TOWER
72;62;TOWER
72;62;TOWER
72;63;TOWER
71;63;TOWER
71;62;TOWER
72;62;TOWER
71;62;TOWER
71;62;TOWER
70;63;TOWER
64;48;MAST
64;49;MAST
65;49;MAST
63;48;MAST
64;48;MAST
63;49;MAST
65;49;TOWER
65;49;TOWER
64;49;MAST
64;48;POLE
64;50;POLE
64;51;MAST
65;51;N/A
65;50;MAST
65;50;MAST
65;51;TOWER
65;48;MAST
64;48;MAST
65;48;MAST
65;51;MAST
63;48;TOWER
64;49;MAST
64;49;TOWER
64;48;MAST
64;50;MAST
65;50;MAST
63;49;TOWER
64;48;TOWER
64;49;MAST
64;50;TOWER
64;48;MAST
64;49;TOWER
96;41;MAST
96;41;MAST
96;41;POLE
96;41;B
96;41;MAST
96;41;POLE
96;41;MAST
96;41;TOWER
96;41;B
96;41;POLE
96;41;TOWER
78;46;TOWER
78;47;TOWER
78;47;TOWER
79;48;TOWER
78;47;TOWER
79;48;MAST
78;46;TOWER
79;47;TOWER
79;48;MAST
79;48;TOWER
78;47;MAST
78;47;TOWER
78;48;MAST
79;47;TANK
78;47;TOWER
78;47;TOWER
78;47;TOWER
78;47;TOWER
79;47;TOWER
79;47;MAST
79;47;TOWER
78;47;MAST
94;41;MAST
94;41;MAST
93;41;POLE
94;41;POLE
94;41;MAST
94;41;MAST
94;41;MAST
94;41;POLE
94;41;MAST
94;41;TOWER
82;59;TOWER
83;59;POLE
83;60;TOWER
82;60;TOWER
82;60;TOWER
83;59;POLE
83;60;TOWER
82;59;TOWER
81;60;TOWER
82;59;TOWER
82;59;MAST
83;59;POLE
81;59;POLE
102;54;TOWER
102;54;TOWER
102;54;TOWER
102;53;TANK
102;54;MAST
102;54;POLE
102;53;TANK
102;54;TOWER
102;54;TOWER
64;60;TOWER
63;60;TOWER
65;60;TOWER
64;60;TOWER
64;60;TOWER
66;61;TOWER
66;61;POLE
64;60;POLE
64;60;MAST
66;60;MAST
67;62;TOWER
64;62;TOWER
64;63;TOWER
66;62;TOWER
66;62;MAST
66;62;MAST
78;59;TOWER
78;59;TOWER
77;59;TOWER
77;59;TOWER
78;59;POLE
77;59;TOWER
77;59;TOWER
77;60;TOWER
78;59;TOWER
78;59;TOWER
78;60;TOWER
89;52;TOWER
89;52;TOWER
89;52;TOWER
89;52;TOWER
89;52;TOWER
89;52;TOWER
88;52;TOWER
89;52;TOWER
88;52;TOWER
88;52;TOWER
89;52;TOWER
88;52;TOWER
89;52;TOWER
89;52;TOWER
89;52;MAST
90;53;TOWER
90;53;TOWER
90;52;TOWER
90;53;TOWER
91;53;TOWER
90;53;TOWER
90;52;TOWER
90;52;TOWER
90;52;TOWER
90;53;TOWER
90;53;MAST
90;53;MAST
90;52;TOWER
90;53;TOWER
54;62;N/A
54;62;N/A
54;61;N/A
54;62;N/A
54;61;N/A
54;61;N/A
54;61;N/A
54;61;N/A
54;62;N/A
54;61;N/A
54;61;N/A
54;62;N/A
54;62;N/A
91;49;MAST
91;48;TOWER
92;49;TOWER
92;49;MAST
92;49;MAST
92;49;TOWER
91;49;TOWER
92;48;TOWER
92;48;TOWER
92;48;MAST
92;48;BANT
92;49;TOWER
93;46;N/A
93;47;N/A
93;47;N/A
93;47;N/A
93;47;N/A
93;47;N/A
93;46;N/A
93;47;N/A
93;47;N/A
93;46;N/A
93;47;TOWER
93;47;TOWER
93;46;TOWER
93;46;TOWER
93;46;TOWER
93;46;N/A
93;46;N/A
93;45;N/A
94;46;N/A
93;46;N/A
94;46;N/A
93;46;N/A
93;45;N/A
93;46;N/A
93;46;N/A
93;46;TOWER
93;46;TOWER
93;46;TOWER
93;45;TOWER
93;46;TOWER
95;43;MAST
95;43;MAST
95;43;MAST
95;43;POLE
95;43;B
95;43;B
95;43;TOWER
95;43;POLE
95;43;UPOLE
95;43;MAST
95;43;TOWER
95;43;POLE
95;43;TOWER
95;43;MAST
95;43;MAST
95;43;POLE
95;43;MAST
62;61;TOWER
64;60;TOWER
64;61;TOWER
62;60;TOWER
64;60;TOWER
63;60;TOWER
61;61;TOWER
62;60;TOWER
64;60;TOWER
63;60;MAST
62;61;TOWER
62;61;TOWER
62;61;MAST
64;61;TOWER
63;61;TOWER
63;61;POLE
62;60;TOWER
62;61;POLE
64;61;POLE
64;60;TOWER
81;61;TOWER
80;61;TOWER
81;63;TOWER
80;61;TOWER
81;63;TOWER
81;61;TOWER
80;61;TOWER
80;62;TOWER
82;63;POLE
79;61;TOWER
77;63;TOWER
77;62;MAST
78;62;TOWER
76;63;MAST
76;63;TOWER
76;63;TOWER
75;62;TOWER
75;62;TOWER
77;62;MAST
76;62;TOWER
77;63;TOWER
76;62;TOWER
78;62;TOWER
78;63;TOWER
91;55;TOWER
91;55;POLE
91;55;TOWER
91;55;TOWER
91;55;B
91;55;TOWER
91;55;TOWER
91;55;TOWER
91;55;TOWER
91;55;TOWER
91;55;TOWER
91;55;TOWER
91;55;TANK
91;55;TOWER
91;55;TOWER
91;55;BPIPE
91;55;TOWER
91;55;TOWER
91;55;TOWER
91;55;TOWER
91;55;TOWER
91;55;TOWER
91;55;TOWER
91;55;TOWER
91;55;TANK
91;55;TANK
91;55;TOWER
91;55;BTWR
91;55;TOWER
91;55;BANT
91;55;TOWER
91;55;POLE
91;55;TOWER
91;54;TOWER
91;55;POLE
91;55;TOWER
91;55;TOWER
91;55;TOWER
91;55;N/A
91;55;N/A
91;55;TOWER
91;55;TOWER
91;55;TOWER
91;55;N/A
91;55;TOWER
91;55;N/A
91;55;TOWER
91;55;N/A
91;55;N/A
91;55;TOWER
91;55;TOWER
91;55;TOWER
91;55;N/A
91;54;TOWER
91;55;TOWER
91;55;N/A
91;55;N/A
91;55;TOWER
91;55;UPOLE
91;55;TOWER
91;55;TOWER
91;55;TOWER
91;55;TOWER
91;55;POLE
91;55;TOWER
91;55;TOWER
91;55;TOWER
91;55;TOWER
91;54;TOWER
104;58;MAST
104;58;MAST
103;57;TOWER
103;58;TOWER
104;57;TOWER
103;57;BANT
103;58;MAST
103;58;TOWER
90;51;TOWER
89;52;TOWER
89;51;TOWER
90;51;TOWER
90;52;TOWER
90;51;TOWER
89;51;TOWER
90;51;TOWER
89;51;TOWER
89;51;MAST
89;51;TOWER
90;52;TOWER
89;51;TOWER
90;51;TOWER
89;50;TOWER
90;51;TOWER
90;51;TOWER
89;51;TOWER
89;51;TOWER
90;51;TOWER
90;52;TOWER
90;52;TOWER
90;51;B
90;52;TOWER
90;52;TOWER
90;52;TANK
90;51;TOWER
89;51;SILO
90;51;TOWER
90;51;TOWER
90;51;TOWER
90;51;TOWER
89;51;TOWER
90;51;MAST
90;52;TOWER
90;52;TOWER
90;51;TOWER
90;51;TOWER
90;51;TOWER
89;51;MAST
90;51;TOWER
89;51;TOWER
90;51;TOWER
90;51;TOWER
89;51;TOWER
90;51;TOWER
90;51;TOWER
90;52;TOWER
90;51;TOWER
89;51;TOWER
89;51;TOWER
90;52;TOWER
90;51;TOWER
89;51;TOWER
90;51;TOWER
90;51;TOWER
90;51;TOWER
90;52;TOWER
90;50;TOWER
90;51;TOWER
90;51;TOWER
90;52;TOWER
90;52;TOWER
90;51;MAST
89;51;TOWER
90;51;TOWER
89;51;TOWER
89;51;TOWER
90;51;TOWER
89;51;TANK
89;51;TOWER
90;51;TOWER
90;51;TOWER
90;52;TOWER
