X;Y;STRUCTYPE
88;61;TOWER
87;60;TOWER
89;60;TOWER
88;60;TOWER
88;60;TOWER
86;60;TOWER
89;59;TOWER
89;59;MAST
88;61;MAST
88;61;BTWR
87;60;TOWER
88;61;TOWER
89;59;TANK
88;60;TOWER
89;59;MAST
88;61;TOWER
87;60;TOWER
87;60;MAST
87;60;TOWER
89;60;TOWER
88;55;TOWER
88;55;MAST
88;55;MAST
88;55;MAST
88;55;MAST
88;55;MAST
82;46;N/A
82;46;N/A
82;46;N/A
81;46;N/A
82;46;N/A
82;47;N/A
81;46;N/A
82;46;N/A
81;46;N/A
81;46;N/A
82;47;N/A
82;46;N/A
95;51;MAST
95;52;TOWER
96;51;MAST
95;52;MAST
94;51;MAST
95;52;MAST
96;52;TOWER
95;51;MAST
95;51;TOWER
95;51;MAST
96;52;MAST
96;52;MAST
95;52;TOWER
70;51;POLE
70;52;TOWER
69;51;TOWER
70;52;MAST
70;51;TOWER
70;51;TOWER
69;51;MAST
71;51;TOWER
70;52;TOWER
71;52;TOWER
70;52;TOWER
69;51;TOWER
70;51;TOWER
70;52;TOWER
99;57;TOWER
100;57;TOWER
100;57;TOWER
100;56;TOWER
99;56;MAST
100;56;TOWER
100;57;TOWER
100;57;TOWER
100;57;TOWER
101;56;TOWER
100;57;TOWER
100;56;TOWER
100;56;TOWER
101;56;TOWER
99;56;TOWER
99;56;TOWER
101;56;TOWER
100;56;MAST
101;56;TOWER
93;55;TOWER
92;55;TOWER
92;55;MAST
93;55;TOWER
93;55;TOWER
93;55;TOWER
93;55;MAST
93;55;MAST
92;55;TOWER
93;55;TOWER
92;55;MAST
90;52;MAST
90;52;MAST
90;52;MAST
90;52;TOWER
90;52;TOWER
90;52;TOWER
90;53;TOWER
90;53;MAST
90;52;MAST
90;53;MAST
90;52;TOWER
90;53;MAST
90;53;TOWER
90;53;TOWER
90;53;MAST
90;53;TOWER
90;53;MAST
90;53;POLE
98;52;TOWER
97;52;N/A
98;52;N/A
97;52;N/A
97;52;N/A
98;52;N/A
98;52;N/A
98;52;N/A
98;52;TOWER
98;52;N/A
98;52;N/A
98;52;N/A
98;52;N/A
98;52;N/A
98;52;TOWER
98;52;TOWER
98;52;TOWER
98;52;TOWER
89;55;TOWER
89;54;TOWER
90;55;TOWER
89;55;TOWER
90;55;TOWER
89;55;MAST
89;56;POLE
89;56;POLE
89;55;MAST
89;55;MAST
90;55;POLE
90;56;MAST
89;56;MAST
89;56;POLE
90;55;MAST
89;55;MAST
89;55;MAST
89;55;MAST
89;55;MAST
90;55;TOWER
89;55;TOWER
95;53;TOWER
95;53;TOWER
95;53;MAST
95;53;MAST
95;53;TOWER
95;53;TOWER
95;53;MAST
95;53;POLE
95;53;TOWER
95;53;MAST
96;48;TOWER
95;49;TOWER
95;49;TOWER
95;49;MAST
96;48;TOWER
85;58;N/A
85;58;N/A
85;58;N/A
85;58;N/A
85;58;N/A
85;58;N/A
85;58;N/A
85;58;B
85;58;TOWER
85;58;TOWER
85;58;TOWER
85;58;TOWER
83;54;TOWER
83;54;TOWER
76;59;N/A
76;59;TOWER
75;59;TOWER
76;59;TOWER
86;46;N/A
86;46;N/A
86;45;N/A
86;45;TOWER
86;46;N/A
86;45;TOWER
86;46;TOWER
86;46;TOWER
86;46;TOWER
86;46;TOWER
86;46;TOWER
86;45;TOWER
86;45;TOWER
86;46;TOWER
86;45;TOWER
86;45;TOWER
86;46;TOWER
86;46;TOWER
86;45;TOWER
55;54;POLE
55;53;TOWER
55;53;N/A
54;53;TOWER
55;53;POLE
54;54;TOWER
55;54;TOWER
55;53;TOWER
54;54;MAST
71;53;MAST
72;53;TOWER
71;53;MAST
71;53;POLE
71;53;MAST
72;53;MAST
72;53;MAST
72;52;POLE
71;53;B
71;52;MAST
71;53;MAST
71;53;MAST
72;53;TREE
72;53;MAST
72;52;TOWER
96;53;N/A
96;53;TOWER
96;52;N/A
96;53;N/A
96;52;N/A
95;52;N/A
95;52;N/A
97;53;TOWER
96;53;N/A
96;52;N/A
95;53;N/A
96;53;TOWER
96;53;N/A
95;52;TOWER
95;52;TOWER
73;52;N/A
74;52;N/A
73;52;TOWER
74;52;TOWER
72;52;TOWER
72;52;TANK
73;52;TOWER
73;52;MAST
74;52;MAST
72;52;TOWER
92;45;TOWER
91;45;TOWER
92;45;N/A
92;45;N/A
92;45;N/A
91;45;TOWER
92;45;TOWER
92;45;TOWER
91;45;TOWER
92;45;TOWER
92;45;TOWER
92;45;TOWER
92;45;POLE
92;45;POLE
52;59;MAST
53;60;TOWER
55;59;POLE
54;60;MAST
52;59;MAST
53;60;POLE
53;58;POLE
53;60;TOWER
54;59;MAST
54;59;POLE
53;59;POLE
55;60;MAST
66;49;N/A
66;49;N/A
66;48;N/A
66;50;TOWER
66;48;TOWER
66;48;TOWER
66;48;TOWER
66;50;TOWER
67;50;TANK
66;50;TOWER
66;50;TOWER
67;51;TOWER
67;51;TOWER
66;48;N/A
67;48;N/A
67;49;N/A
65;48;N/A
65;51;N/A
66;50;TOWER
67;50;TOWER
67;50;N/A
66;50;N/A
67;49;TOWER
66;49;N/A
66;48;N/A
66;50;TOWER
67;48;N/A
66;49;N/A
66;48;N/A
67;49;N/A
66;48;N/A
66;48;N/A
66;48;N/A
67;48;TOWER
66;50;TANK
67;49;TOWER
66;51;TOWER
66;50;TOWER
66;50;TOWER
66;50;TOWER
67;51;TOWER
66;50;TOWER
66;51;TOWER
67;49;TOWER
67;49;TOWER
66;49;TOWER
66;50;TOWER
87;59;TOWER
86;60;TOWER
86;59;TOWER
87;59;TOWER
86;59;TOWER
87;59;TOWER
86;59;TOWER
87;60;TOWER
86;60;TOWER
88;60;TOWER
86;59;TOWER
87;59;TANK
87;59;TOWER
87;60;TOWER
87;60;TOWER
88;59;TOWER
86;60;TOWER
88;60;TOWER
85;59;TOWER
88;59;TOWER
86;59;TOWER
100;54;MAST
99;54;POLE
99;54;MAST
99;54;MAST
99;54;POLE
99;54;MAST
100;54;POLE
100;54;POLE
100;54;POLE
100;54;POLE
99;54;MAST
100;54;MAST
99;54;MAST
99;54;MAST
59;49;TOWER
56;49;BANT
58;49;MAST
71;45;MAST
72;45;MAST
71;46;TOWER
71;45;TOWER
73;44;MAST
72;44;TOWER
74;44;TOWER
73;45;MAST
73;44;TOWER
72;44;TOWER
72;44;TOWER
72;45;TOWER
71;45;TOWER
73;45;TOWER
71;46;TOWER
70;45;MAST
89;50;MAST
89;50;TOWER
90;49;POLE
90;50;TOWER
90;50;TOWER
90;50;MAST
89;50;TOWER
89;50;MAST
89;50;TOWER
90;50;TOWER
90;50;MAST
90;50;POLE
89;50;MAST
89;50;MAST
90;50;MAST
89;50;TOWER
59;49;POLE
58;47;POLE
58;48;MAST
59;47;POLE
59;47;POLE
59;48;MAST
58;48;BANT
58;48;MAST
58;48;MAST
60;48;MAST
58;47;MAST
58;48;TOWER
59;48;TOWER
58;48;TOWER
59;48;TOWER
59;48;TOWER
57;48;TOWER
60;48;MAST
58;48;B
57;49;TOWER
59;48;POLE
58;48;POLE
60;47;POLE
58;48;B
58;48;MAST
58;47;MAST
61;47;TOWER
59;49;MAST
61;47;POLE
60;49;BPIPE
60;49;POLE
62;49;POLE
60;48;POLE
60;47;TOWER
59;49;POLE
60;49;POLE
61;48;MAST
59;47;POLE
60;49;POLE
61;48;TOWER
62;48;MAST
62;48;POLE
60;48;MAST
61;49;MAST
60;48;POLE
61;49;TOWER
60;50;MAST
62;48;TOWER
59;49;POLE
61;47;TOWER
60;48;MAST
62;48;MAST
60;47;TOWER
61;48;TOWER
59;49;TOWER
61;48;MAST
58;49;TOWER
58;48;POLE
59;48;BANT
58;48;BANT
59;48;POLE
58;48;POLE
59;48;POLE
58;48;POLE
58;48;B
61;48;TOWER
58;48;B
59;48;POLE
58;48;POLE
58;48;B
58;48;B
58;48;POLE
59;49;POLE
59;47;TOWER
59;48;POLE
59;48;POLE
60;47;POLE
62;48;POLE
62;48;MAST
58;48;POLE
58;48;MAST
59;47;BANT
58;48;POLE
58;48;B
58;48;B
58;48;POLE
61;48;POLE
59;47;TOWER
58;48;BANT
58;48;MAST
59;47;POLE
61;48;TOWER
61;49;POLE
61;49;TOWER
60;49;TOWER
59;48;POLE
60;48;POLE
59;47;POLE
59;48;POLE
59;47;POLE
59;48;MAST
59;48;POLE
93;55;TOWER
93;55;TOWER
92;55;TOWER
92;55;TOWER
93;55;TOWER
93;55;TOWER
93;55;TOWER
92;55;TOWER
93;55;TOWER
93;55;POLE
93;55;BANT
93;56;TOWER
92;55;TOWER
79;56;N/A
79;56;N/A
79;56;TOWER
79;56;N/A
78;56;N/A
80;56;N/A
79;56;TOWER
78;56;N/A
78;56;TOWER
79;56;TOWER
99;55;MAST
100;54;MAST
99;55;MAST
100;55;TOWER
100;54;TOWER
100;55;MAST
100;54;MAST
100;55;TOWER
99;55;MAST
100;55;TOWER
100;55;TOWER
99;55;POLE
100;54;MAST
99;55;MAST
99;54;MAST
19;73;N/A
18;73;N/A
19;72;N/A
19;71;N/A
20;72;N/A
20;73;TOWER
18;73;TOWER
19;74;TOWER
17;73;TOWER
17;73;TOWER
19;73;TOWER
20;73;TOWER
19;73;TOWER
19;73;TOWER
18;73;TOWER
19;73;TOWER
19;73;TOWER
95;49;TOWER
96;49;TOWER
95;49;TOWER
95;49;MAST
95;49;TOWER
96;49;TOWER
95;49;BANT
95;49;TOWER
96;49;TOWER
95;49;TOWER
105;55;MAST
105;56;TOWER
105;56;MAST
105;56;B
105;55;MAST
105;56;MAST
105;55;MAST
105;56;SILO
105;56;MAST
105;56;POLE
53;57;N/A
53;56;N/A
52;57;N/A
52;57;N/A
53;56;TOWER
53;57;N/A
53;57;TOWER
53;57;N/A
52;57;N/A
53;56;N/A
53;57;TOWER
53;57;TOWER
52;56;TOWER
52;57;TOWER
52;57;N/A
52;56;N/A
54;57;N/A
53;56;N/A
53;57;TOWER
52;57;N/A
53;57;N/A
52;56;TOWER
53;57;TOWER
53;56;TOWER
52;56;TOWER
53;56;TOWER
52;57;TOWER
53;57;TOWER
52;58;TOWER
52;57;TOWER
80;55;MAST
81;55;TOWER
80;55;TOWER
81;55;TOWER
80;55;TANK
80;55;POLE
81;55;TOWER
81;55;TOWER
80;55;B
86;48;TOWER
85;48;MAST
85;49;TOWER
85;48;TOWER
85;48;TOWER
85;49;TOWER
85;49;MAST
86;49;MAST
85;48;MAST
85;48;MAST
85;48;TOWER
85;48;TOWER
85;48;TOWER
85;49;TOWER
85;49;MAST
101;49;TOWER
99;50;TOWER
99;49;TOWER
101;50;TOWER
100;50;TANK
100;49;TOWER
99;50;TOWER
101;49;TOWER
99;49;BTWR
99;49;TOWER
100;49;TOWER
99;49;TOWER
99;49;TOWER
99;50;TOWER
99;49;TOWER
100;50;TOWER
100;50;TOWER
100;50;TANK
100;50;TOWER
100;50;TOWER
99;49;TOWER
98;48;N/A
98;48;N/A
98;48;N/A
98;48;N/A
98;48;N/A
98;48;N/A
98;48;N/A
98;48;N/A
98;48;TOWER
98;48;N/A
98;48;N/A
98;48;N/A
98;48;TOWER
75;59;N/A
74;60;TOWER
74;58;TOWER
74;59;TOWER
74;59;TOWER
73;60;TOWER
87;52;TOWER
87;52;TOWER
87;52;TOWER
87;51;TOWER
87;52;TOWER
87;52;TOWER
87;51;TOWER
87;52;MAST
87;51;TOWER
88;51;TOWER
86;52;TOWER
86;52;TOWER
86;52;TOWER
86;52;TOWER
87;52;MAST
86;52;TOWER
87;52;TOWER
87;52;TOWER
87;51;TOWER
87;51;TOWER
87;51;TOWER
87;51;TOWER
87;52;TOWER
87;51;TOWER
87;52;TOWER
87;51;TOWER
87;51;TOWER
87;51;TOWER
87;52;TOWER
87;51;TOWER
91;59;TOWER
91;59;TOWER
91;59;TOWER
91;59;TOWER
91;60;TOWER
91;60;B
91;58;TOWER
91;59;TOWER
90;59;MAST
91;59;TOWER
91;59;MAST
91;59;MAST
91;59;POLE
92;58;TOWER
91;59;TOWER
91;58;TOWER
90;58;TOWER
79;54;TOWER
79;53;N/A
78;53;TOWER
79;54;N/A
79;53;N/A
78;53;TOWER
79;53;TOWER
78;54;TOWER
79;53;N/A
78;53;TOWER
79;53;TOWER
78;53;TOWER
79;54;TOWER
78;53;MAST
79;54;TOWER
78;53;TOWER
100;50;N/A
100;51;N/A
100;51;N/A
100;50;N/A
100;51;N/A
100;51;N/A
100;51;N/A
100;50;TOWER
100;50;TOWER
100;51;N/A
100;51;N/A
100;51;N/A
100;51;N/A
100;50;TOWER
100;51;B
100;51;TOWER
100;51;MAST
100;50;TOWER
100;50;TOWER
79;59;TOWER
79;58;TOWER
79;59;TOWER
79;59;TOWER
78;59;TOWER
79;59;TOWER
79;59;TOWER
80;59;TOWER
79;60;TOWER
79;60;TOWER
79;59;TOWER
80;59;TOWER
79;58;TOWER
79;59;TOWER
61;53;TOWER
62;52;TOWER
61;54;TOWER
60;53;TOWER
62;54;TOWER
61;53;POLE
62;53;TOWER
61;51;MAST
61;53;TOWER
62;52;MAST
63;51;MAST
55;56;TOWER
55;58;POLE
54;56;TOWER
55;58;TOWER
54;56;TOWER
54;56;TOWER
55;58;N/A
55;58;N/A
55;58;N/A
54;57;N/A
55;58;N/A
57;57;TOWER
54;56;N/A
56;57;N/A
55;56;N/A
56;57;TOWER
56;56;TOWER
55;58;N/A
54;57;N/A
55;56;N/A
55;57;N/A
80;56;TOWER
79;57;TOWER
78;57;TOWER
79;57;N/A
79;57;N/A
79;57;N/A
79;58;N/A
79;57;N/A
79;57;N/A
79;58;TOWER
79;57;N/A
78;57;N/A
79;57;N/A
79;57;N/A
78;57;TOWER
80;57;POLE
78;57;MAST
79;57;TOWER
101;55;TOWER
101;55;TOWER
101;55;TOWER
101;55;TOWER
101;55;TOWER
101;56;TOWER
101;55;POLE
101;55;TOWER
101;55;TOWER
101;55;PIPE
101;56;TOWER
101;55;TOWER
101;55;TOWER
101;55;TOWER
101;55;TOWER
101;56;TOWER
94;53;TOWER
94;53;TOWER
94;53;TOWER
94;53;MAST
94;53;TOWER
94;53;TOWER
94;53;TOWER
93;53;TOWER
95;54;N/A
95;54;N/A
95;54;MAST
95;54;MAST
95;54;TOWER
95;54;MAST
95;54;MAST
95;54;N/A
95;54;N/A
95;54;N/A
95;54;N/A
95;54;TOWER
79;53;TOWER
80;53;N/A
80;54;TOWER
80;54;TOWER
79;53;TOWER
80;54;N/A
80;54;N/A
80;53;N/A
91;56;TOWER
90;55;TOWER
90;55;TOWER
91;56;TOWER
90;55;TOWER
91;56;TANK
91;56;MAST
91;55;TOWER
91;56;TOWER
90;55;TOWER
91;55;MAST
91;56;TOWER
91;55;MAST
97;52;MAST
97;52;MAST
97;52;TOWER
97;52;MAST
97;52;TOWER
97;52;MAST
97;52;TOWER
97;52;POLE
97;52;POLE
97;52;POLE
97;52;MAST
97;52;TOWER
97;52;POLE
97;52;TOWER
97;52;N/A
97;52;TOWER
97;52;POLE
98;52;POLE
97;52;BANT
97;52;MAST
97;52;POLE
97;52;TOWER
97;52;TOWER
97;52;TOWER
97;52;BANT
97;52;TANK
97;52;POLE
97;52;POLE
97;52;MAST
97;52;TOWER
97;52;MAST
97;52;TOWER
97;52;SILO
97;52;MAST
97;52;TOWER
97;52;MAST
97;52;POLE
97;52;POLE
97;52;TOWER
97;52;TOWER
94;52;N/A
94;52;N/A
94;51;N/A
94;52;TOWER
95;51;N/A
95;52;N/A
94;52;N/A
72;45;N/A
73;45;N/A
74;45;N/A
74;44;TOWER
73;45;N/A
72;46;TOWER
73;45;TOWER
72;45;TOWER
73;45;TOWER
64;51;TOWER
65;51;TOWER
64;51;N/A
67;52;MAST
64;52;MAST
64;51;MAST
64;52;POLE
67;52;TOWER
65;52;MAST
67;51;TOWER
100;57;MAST
100;57;MAST
100;57;TOWER
100;57;TOWER
101;57;MAST
100;57;MAST
101;57;MAST
100;57;MAST
101;57;POLE
100;57;MAST
100;57;TOWER
101;57;TOWER
100;58;TOWER
100;55;TOWER
100;55;TOWER
92;55;N/A
92;55;N/A
92;55;TOWER
92;55;N/A
92;55;N/A
92;55;TOWER
92;55;TOWER
92;55;TOWER
92;55;TOWER
78;53;TOWER
79;52;TOWER
79;53;TOWER
79;52;TOWER
79;53;TOWER
78;52;TOWER
79;53;TOWER
79;53;BANT
78;53;TOWER
79;52;TOWER
79;53;MAST
78;52;TOWER
79;52;TOWER
78;53;TOWER
78;52;TOWER
78;52;TOWER
78;52;TANK
79;52;MAST
79;52;TOWER
79;52;TOWER
79;53;TOWER
79;53;MAST
79;53;POLE
79;52;POLE
79;51;TOWER
79;51;POLE
79;52;POLE
79;51;POLE
80;52;MAST
79;51;MAST
79;51;POLE
79;52;MAST
79;51;POLE
85;45;N/A
85;45;N/A
85;45;N/A
85;45;N/A
85;45;N/A
85;45;N/A
85;45;N/A
85;45;N/A
85;45;TOWER
86;45;N/A
85;46;N/A
86;45;TOWER
85;46;TOWER
85;45;TOWER
85;45;TOWER
86;45;TOWER
86;45;TOWER
86;45;TOWER
86;45;TOWER
85;46;TOWER
86;45;TOWER
86;45;TOWER
86;45;TOWER
85;45;TOWER
85;45;TOWER
86;45;TOWER
85;46;TOWER
85;45;TOWER
85;46;TANK
86;45;TOWER
86;45;TOWER
86;46;TOWER
85;45;POLE
82;55;TOWER
82;55;TOWER
81;56;TOWER
82;56;TOWER
82;55;TOWER
81;55;TOWER
81;55;TANK
81;55;TOWER
74;46;MAST
74;46;POLE
74;46;TOWER
73;46;TOWER
74;46;MAST
74;45;TOWER
74;46;MAST
77;53;TOWER
77;54;TOWER
77;53;TOWER
76;53;TOWER
78;53;TOWER
77;54;TOWER
76;54;TOWER
77;54;POLE
76;53;TOWER
76;54;TOWER
77;53;TOWER
76;53;TOWER
76;53;TOWER
78;53;TOWER
76;53;TOWER
78;53;POLE
77;54;MAST
80;56;N/A
81;56;N/A
81;55;N/A
81;56;N/A
80;56;N/A
80;56;N/A
92;54;MAST
93;54;SILO
93;54;TOWER
92;54;TOWER
92;54;N/A
92;54;N/A
92;54;N/A
92;54;TOWER
93;54;TOWER
92;54;TOWER
93;54;MAST
94;55;TOWER
94;54;TOWER
95;54;TOWER
93;54;POLE
94;54;POLE
94;55;N/A
94;54;N/A
94;54;N/A
93;54;N/A
95;55;N/A
94;54;N/A
94;54;N/A
94;54;N/A
95;55;N/A
94;54;N/A
94;55;TOWER
94;54;TOWER
93;55;TOWER
92;53;MAST
92;54;TOWER
92;53;TOWER
92;54;N/A
92;54;N/A
92;53;N/A
92;53;N/A
92;54;N/A
92;53;N/A
92;54;N/A
91;54;N/A
92;54;N/A
92;53;TOWER
92;54;TOWER
92;54;TOWER
90;57;POLE
90;57;POLE
90;57;POLE
90;57;TOWER
90;57;TANK
90;57;TANK
90;57;B
90;58;TOWER
90;57;TOWER
90;57;TOWER
90;58;TOWER
90;58;TOWER
90;57;TOWER
94;55;TOWER
94;55;N/A
95;55;N/A
94;55;N/A
95;55;N/A
95;55;N/A
94;55;N/A
94;55;N/A
95;55;TOWER
95;56;N/A
95;55;N/A
94;55;N/A
95;55;N/A
95;55;N/A
94;55;N/A
95;55;N/A
94;55;TOWER
94;55;MAST
94;55;TOWER
95;55;TOWER
95;56;TOWER
96;56;MAST
95;56;TOWER
96;55;TOWER
92;53;N/A
92;53;N/A
92;53;N/A
91;53;N/A
92;53;N/A
92;53;N/A
92;53;MAST
92;53;N/A
91;53;TOWER
92;53;N/A
92;53;TOWER
92;53;MAST
92;53;N/A
92;53;N/A
91;53;N/A
92;53;N/A
92;53;N/A
92;53;MAST
93;53;N/A
93;53;N/A
92;53;N/A
92;53;N/A
93;53;N/A
92;52;N/A
93;52;N/A
92;53;MAST
92;53;MAST
93;53;MAST
92;54;MAST
92;54;MAST
93;54;MAST
93;54;MAST
92;54;TOWER
92;55;TOWER
92;55;N/A
92;54;N/A
92;55;N/A
92;55;N/A
92;54;N/A
92;55;N/A
92;55;TOWER
92;54;TOWER
92;54;TOWER
100;54;TOWER
100;54;TOWER
100;54;MAST
100;54;MAST
100;54;POLE
100;54;POLE
100;54;MAST
100;54;POLE
65;56;TOWER
65;55;N/A
65;56;N/A
65;55;POLE
65;56;TOWER
65;55;TOWER
79;45;MAST
79;45;TOWER
79;45;MAST
79;45;POLE
79;45;POLE
79;45;MAST
79;45;POLE
79;45;MAST
79;46;TOWER
79;46;MAST
79;46;TANK
92;58;N/A
93;58;N/A
91;58;N/A
91;58;N/A
92;58;N/A
92;58;N/A
92;58;N/A
92;58;N/A
92;58;TOWER
92;58;N/A
91;58;N/A
93;58;TOWER
91;58;TOWER
92;58;TOWER
78;40;TOWER
78;40;TOWER
78;40;MAST
58;52;TOWER
59;52;MAST
59;53;TOWER
59;51;MAST
60;50;MAST
58;52;TOWER
59;51;MAST
60;50;MAST
58;53;MAST
60;51;POLE
60;50;MAST
60;50;TOWER
60;50;MAST
58;52;TOWER
56;51;TOWER
56;50;TOWER
56;50;MAST
57;51;MAST
57;51;MAST
56;51;POLE
57;50;MAST
56;51;MAST
55;51;MAST
56;50;POLE
56;50;TOWER
56;50;MAST
57;51;POLE
57;51;MAST
57;50;MAST
57;50;POLE
56;50;MAST
56;51;MAST
57;51;MAST
55;50;MAST
55;62;MAST
55;61;MAST
55;62;B
54;62;UPOLE
54;62;UPOLE
54;61;POLE
54;62;POLE
54;61;POLE
55;62;MAST
55;61;B
55;53;MAST
54;53;MAST
56;53;MAST
54;53;POLE
55;52;MAST
56;53;POLE
56;53;POLE
56;53;MAST
55;52;TOWER
55;53;MAST
55;53;POLE
55;53;POLE
54;53;MAST
55;53;MAST
55;52;UPOLE
56;53;POLE
55;53;MAST
55;53;POLE
55;52;POLE
55;52;POLE
54;52;POLE
54;52;MAST
54;52;MAST
55;52;POLE
55;52;MAST
55;52;POLE
83;59;TOWER
83;59;MAST
83;60;TOWER
83;59;MAST
82;59;MAST
83;60;TOWER
83;59;TOWER
84;54;TOWER
85;54;N/A
84;54;TOWER
84;54;N/A
84;54;TOWER
84;54;TOWER
84;54;TANK
84;54;TOWER
70;46;N/A
70;46;N/A
70;46;N/A
70;45;N/A
70;46;N/A
70;45;MAST
70;46;N/A
70;46;N/A
70;45;N/A
70;46;POLE
70;45;POLE
70;46;POLE
80;55;TOWER
80;54;TOWER
79;54;TOWER
79;55;POLE
79;55;TOWER
80;61;TOWER
79;61;TOWER
79;60;TOWER
79;60;MAST
79;61;TOWER
80;61;TOWER
79;60;MAST
61;47;TOWER
61;46;TANK
61;47;TOWER
61;47;TOWER
60;47;BANT
61;47;MAST
60;47;TOWER
61;47;MAST
61;47;TOWER
61;47;MAST
61;47;MAST
61;47;TOWER
60;47;TOWER
60;47;TOWER
60;47;TOWER
96;49;TOWER
96;49;TOWER
97;49;TOWER
96;49;TOWER
97;49;TOWER
96;49;MAST
96;49;MAST
96;49;TOWER
96;49;TOWER
96;49;TOWER
96;49;TOWER
95;49;TOWER
95;48;TOWER
95;49;TOWER
95;49;MAST
94;49;MAST
95;48;TOWER
95;49;TOWER
95;48;TOWER
95;49;MAST
95;49;TOWER
95;49;TOWER
95;49;TOWER
105;55;MAST
105;55;TANK
105;55;MAST
105;55;POLE
105;55;POLE
105;55;B
83;62;N/A
83;61;TOWER
83;62;N/A
83;62;TOWER
82;62;N/A
82;62;N/A
82;62;TOWER
83;62;N/A
83;61;TOWER
82;61;N/A
83;61;N/A
82;61;TOWER
83;62;TOWER
83;61;TOWER
91;57;N/A
92;57;TOWER
91;57;TOWER
91;57;N/A
91;58;N/A
91;57;N/A
92;58;N/A
91;57;TOWER
92;57;N/A
90;57;N/A
90;57;N/A
92;57;TOWER
91;57;TOWER
91;58;TOWER
91;57;TANK
91;58;TOWER
91;57;TOWER
91;57;TANK
92;57;TOWER
91;57;TOWER
91;57;TOWER
91;58;TANK
91;57;TOWER
91;57;TOWER
321;27;N/A
321;27;N/A
321;27;N/A
321;27;N/A
321;27;N/A
321;27;N/A
70;46;POLE
79;40;MAST
79;40;MAST
95;49;N/A
95;48;TOWER
95;49;N/A
95;48;TOWER
95;49;TOWER
94;49;TOWER
95;49;N/A
94;49;TOWER
95;48;TOWER
89;49;TOWER
88;49;POLE
89;48;TOWER
89;49;TOWER
89;49;MAST
89;49;TOWER
53;61;N/A
53;61;N/A
54;61;N/A
54;61;N/A
53;61;N/A
53;61;N/A
53;61;MAST
83;61;TOWER
84;61;TOWER
84;61;TOWER
84;61;TOWER
83;62;TOWER
84;62;N/A
84;60;TOWER
83;61;TOWER
83;62;TOWER
83;61;TOWER
84;62;TOWER
84;61;TOWER
84;61;MAST
85;60;MAST
84;61;TOWER
77;45;N/A
76;45;N/A
76;45;N/A
78;45;N/A
77;45;N/A
77;45;N/A
78;45;N/A
77;45;TOWER
78;44;N/A
76;45;N/A
77;44;N/A
77;45;N/A
77;45;N/A
77;45;TOWER
76;45;TOWER
78;45;TOWER
77;45;TOWER
88;55;TOWER
89;54;TOWER
88;55;N/A
88;55;N/A
88;54;N/A
88;55;N/A
88;55;N/A
88;55;TOWER
88;54;TOWER
88;54;TOWER
88;55;TOWER
88;54;TOWER
81;54;TOWER
81;54;TOWER
81;54;TOWER
81;54;TOWER
81;54;TOWER
82;54;TOWER
81;54;TOWER
82;54;TOWER
81;54;TOWER
81;54;MAST
81;54;TOWER
82;54;TOWER
73;45;TOWER
74;45;TOWER
74;44;TOWER
73;45;MAST
73;45;TOWER
72;45;MAST
73;45;TOWER
74;45;TOWER
72;45;TOWER
73;45;TOWER
73;45;TOWER
73;45;TOWER
74;44;TOWER
73;44;TOWER
94;55;TOWER
94;55;TOWER
84;58;TOWER
83;58;TANK
83;58;TOWER
84;58;TANK
84;58;TOWER
84;58;TOWER
85;58;TOWER
84;58;POLE
85;58;TOWER
84;57;TOWER
85;57;TOWER
83;58;TOWER
83;58;TOWER
84;58;TOWER
84;58;TOWER
83;57;TOWER
84;57;TOWER
84;57;TOWER
81;48;TOWER
81;48;TOWER
82;48;TOWER
82;48;TOWER
81;48;TOWER
81;48;TOWER
82;48;TOWER
81;48;TOWER
81;48;TOWER
81;48;TOWER
81;48;MAST
81;47;MAST
81;47;TANK
81;48;MAST
81;47;MAST
81;48;TOWER
80;47;MAST
87;45;TOWER
87;45;TOWER
87;46;TOWER
87;46;TOWER
87;46;TOWER
87;46;TANK
87;46;TOWER
88;46;TOWER
87;46;TOWER
86;46;TOWER
87;46;TOWER
87;45;TOWER
87;46;TOWER
88;45;TOWER
87;46;TOWER
87;45;TOWER
87;45;TOWER
89;53;N/A
89;53;N/A
89;53;N/A
89;53;N/A
89;53;N/A
89;54;N/A
89;54;TOWER
89;53;MAST
89;53;MAST
89;53;N/A
106;57;N/A
106;57;N/A
105;57;N/A
105;57;NNTANN
105;57;N/A
106;57;N/A
105;57;N/A
105;57;N/A
105;57;TOWER
53;52;POLE
54;52;POLE
54;52;POLE
54;52;MAST
54;52;POLE
53;52;MAST
53;52;TOWER
54;52;POLE
54;52;MAST
54;52;POLE
54;52;POLE
53;53;POLE
54;51;POLE
55;51;TOWER
94;55;MAST
94;55;TOWER
94;55;TOWER
94;55;MAST
90;47;N/A
89;46;N/A
90;46;N/A
90;46;N/A
89;47;N/A
89;46;N/A
89;46;N/A
89;46;TOWER
89;46;N/A
90;47;TOWER
89;46;N/A
90;47;N/A
89;47;N/A
89;46;TOWER
89;46;TOWER
89;47;TOWER
90;46;N/A
90;46;N/A
90;46;N/A
90;46;N/A
90;47;N/A
90;46;N/A
90;46;N/A
90;46;N/A
90;46;N/A
90;47;TOWER
90;46;TOWER
89;47;TOWER
84;55;N/A
83;55;N/A
83;55;N/A
84;55;TOWER
84;54;N/A
84;55;N/A
84;55;N/A
83;55;N/A
84;55;N/A
84;55;TOWER
84;55;TOWER
